ReagentID	Gene1	Gene2	Gene1_ensembl	Gene2_ensembl	preferredName_A	preferredName_B	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
ZNF267_ZNF461_1	ZNF267	ZNF461	ENSG00000185947	ENSG00000197808	ZNF267	ZNF461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF267_ZNF461_2	ZNF461	ZNF267	ENSG00000197808	ENSG00000185947	ZNF461	ZNF267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDFI_MDFIC_1	MDFI	MDFIC	ENSG00000112559	ENSG00000135272	MDFI	MDFIC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDFI_MDFIC_2	MDFIC	MDFI	ENSG00000135272	ENSG00000112559	MDFIC	MDFI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R12B_PPP1R12C_1	PPP1R12B	PPP1R12C	ENSG00000077157	ENSG00000125503	PPP1R12B	PPP1R12C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R12B_PPP1R12C_2	PPP1R12C	PPP1R12B	ENSG00000125503	ENSG00000077157	PPP1R12C	PPP1R12B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZHX1_ZHX2_1	ZHX1	ZHX2	ENSG00000165156	ENSG00000178764	ZHX1	ZHX2	0.506	0.0	0.0	0.0	0.049	0.434	0.0	0.156
ZHX1_ZHX2_2	ZHX2	ZHX1	ENSG00000178764	ENSG00000165156	ZHX2	ZHX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCOA7_OXR1_1	NCOA7	OXR1	ENSG00000111912	ENSG00000121764	NCOA7	OXR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCOA7_OXR1_2	OXR1	NCOA7	ENSG00000121764	ENSG00000111912	OXR1	NCOA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSMA2_PSMA7_1	PSMA2	PSMA7	ENSG00000106588	ENSG00000101182	PSMA2	PSMA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSMA2_PSMA7_2	PSMA7	PSMA2	ENSG00000101182	ENSG00000106588	PSMA7	PSMA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF23_ZNF432_1	ZNF23	ZNF432	ENSG00000167377	ENSG00000256087	ZNF23	ZNF432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF23_ZNF432_2	ZNF432	ZNF23	ENSG00000256087	ENSG00000167377	ZNF432	ZNF23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHRSX_RDH14_1	DHRSX	RDH14	ENSG00000292338	ENSG00000240857	DHRSX	RDH14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHRSX_RDH14_2	RDH14	DHRSX	ENSG00000240857	ENSG00000292338	RDH14	DHRSX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENND1B_DENND1C_1	DENND1B	DENND1C	ENSG00000213047	ENSG00000205744	DENND1B	DENND1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENND1B_DENND1C_2	DENND1C	DENND1B	ENSG00000205744	ENSG00000213047	DENND1C	DENND1B	0.491	0.0	0.0	0.074	0.0	0.0	0.4	0.157
CTSH_CTSS_1	CTSH	CTSS	ENSG00000103811	ENSG00000163131	CTSH	CTSS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSH_CTSS_2	CTSS	CTSH	ENSG00000163131	ENSG00000103811	CTSS	CTSH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF41_1	ZNF182	ZNF41	ENSG00000147118	ENSG00000147124	ZNF182	ZNF41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF41_2	ZNF41	ZNF182	ENSG00000147124	ENSG00000147118	ZNF41	ZNF182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF26_ZNF331_1	ZNF26	ZNF331	ENSG00000198393	ENSG00000130844	ZNF26	ZNF331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF26_ZNF331_2	ZNF331	ZNF26	ENSG00000130844	ENSG00000198393	ZNF331	ZNF26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA3_EFNA5_1	EFNA3	EFNA5	ENSG00000143590	ENSG00000184349	EFNA3	EFNA5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA3_EFNA5_2	EFNA5	EFNA3	ENSG00000184349	ENSG00000143590	EFNA5	EFNA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF286A_ZNF331_1	ZNF286A	ZNF331	ENSG00000187607	ENSG00000130844	ZNF286A	ZNF331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF286A_ZNF331_2	ZNF331	ZNF286A	ENSG00000130844	ENSG00000187607	ZNF331	ZNF286A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF566_ZNF614_1	ZNF566	ZNF614	ENSG00000186017	ENSG00000142556	ZNF566	ZNF614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF566_ZNF614_2	ZNF614	ZNF566	ENSG00000142556	ENSG00000186017	ZNF614	ZNF566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF250_ZNF317_1	ZNF250	ZNF317	ENSG00000196150	ENSG00000130803	ZNF250	ZNF317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF250_ZNF317_2	ZNF317	ZNF250	ENSG00000130803	ENSG00000196150	ZNF317	ZNF250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHRSX_RDH13_1	DHRSX	RDH13	ENSG00000292338	ENSG00000160439	DHRSX	RDH13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHRSX_RDH13_2	RDH13	DHRSX	ENSG00000160439	ENSG00000292338	RDH13	DHRSX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP30_ZNF250_1	ZFP30	ZNF250	ENSG00000120784	ENSG00000196150	ZFP30	ZNF250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP30_ZNF250_2	ZNF250	ZFP30	ENSG00000196150	ENSG00000120784	ZNF250	ZFP30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF34_ZNF776_1	ZNF34	ZNF776	ENSG00000196378	ENSG00000152443	ZNF34	ZNF776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF34_ZNF776_2	ZNF776	ZNF34	ENSG00000152443	ENSG00000196378	ZNF776	ZNF34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF195_ZNF695_1	ZNF195	ZNF695	ENSG00000005801	ENSG00000197472	ZNF195	ZNF695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF195_ZNF695_2	ZNF695	ZNF195	ENSG00000197472	ENSG00000005801	ZNF695	ZNF195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF322_1	ZNF182	ZNF322	ENSG00000147118	ENSG00000188801	ZNF182	ZNF322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF322_2	ZNF322	ZNF182	ENSG00000181315	ENSG00000147118	ZNF322	ZNF182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF383_ZNF616_1	ZNF383	ZNF616	ENSG00000188283	ENSG00000204611	ZNF383	ZNF616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF383_ZNF616_2	ZNF616	ZNF383	ENSG00000204611	ENSG00000188283	ZNF616	ZNF383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF226_ZNF23_1	ZNF226	ZNF23	ENSG00000167380	ENSG00000167377	ZNF226	ZNF23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF226_ZNF23_2	ZNF23	ZNF226	ENSG00000167377	ENSG00000167380	ZNF23	ZNF226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP1_ZNF189_1	ZFP1	ZNF189	ENSG00000184517	ENSG00000136870	ZFP1	ZNF189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP1_ZNF189_2	ZNF189	ZFP1	ENSG00000136870	ENSG00000184517	ZNF189	ZFP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAP1_TAP2_1	TAP1	TAP2	ENSG00000168394	ENSG00000100012	TAP1	TAP2	0.999	0.0	0.0	0.112	0.78	0.986	0.9	0.986
TAP1_TAP2_2	TAP2	TAP1	ENSG00000204267	ENSG00000168394	TAP2	TAP1	0.999	0.0	0.0	0.112	0.78	0.986	0.9	0.986
KLHL18_KLHL20_1	KLHL18	KLHL20	ENSG00000114648	ENSG00000076321	KLHL18	KLHL20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL18_KLHL20_2	KLHL20	KLHL18	ENSG00000076321	ENSG00000114648	KLHL20	KLHL18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP17_SH3BP1_1	ARHGAP17	SH3BP1	ENSG00000140750	ENSG00000100092	ARHGAP17	SH3BP1	0.84	0.0	0.0	0.0	0.049	0.836	0.0	0.06
ARHGAP17_SH3BP1_2	SH3BP1	ARHGAP17	ENSG00000100092	ENSG00000140750	SH3BP1	ARHGAP17	0.84	0.0	0.0	0.0	0.049	0.836	0.0	0.06
ZNF121_ZNF16_1	ZNF121	ZNF16	ENSG00000197961	ENSG00000170631	ZNF121	ZNF16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF121_ZNF16_2	ZNF16	ZNF121	ENSG00000170631	ENSG00000197961	ZNF16	ZNF121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF398_ZNF746_1	ZNF398	ZNF746	ENSG00000197024	ENSG00000181220	ZNF398	ZNF746	0.774	0.0	0.0	0.08	0.181	0.699	0.0	0.124
ZNF398_ZNF746_2	ZNF746	ZNF398	ENSG00000181220	ENSG00000197024	ZNF746	ZNF398	0.774	0.0	0.0	0.08	0.181	0.699	0.0	0.124
ZNF232_ZNF24_1	ZNF232	ZNF24	ENSG00000167840	ENSG00000172466	ZNF232	ZNF24	0.782	0.0	0.0	0.061	0.0	0.774	0.0	0.057
ZNF232_ZNF24_2	ZNF24	ZNF232	ENSG00000172466	ENSG00000167840	ZNF24	ZNF232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF160_ZNF473_1	ZNF160	ZNF473	ENSG00000170949	ENSG00000142528	ZNF160	ZNF473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF160_ZNF473_2	ZNF473	ZNF160	ENSG00000142528	ENSG00000170949	ZNF473	ZNF160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF189_ZNF3_1	ZNF189	ZNF3	ENSG00000136870	ENSG00000166526	ZNF189	ZNF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF189_ZNF3_2	ZNF3	ZNF189	ENSG00000166526	ENSG00000136870	ZNF3	ZNF189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL2_KLHL5_1	KLHL2	KLHL5	ENSG00000109466	ENSG00000109790	KLHL2	KLHL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL2_KLHL5_2	KLHL5	KLHL2	ENSG00000109790	ENSG00000109466	KLHL5	KLHL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB15_RAB18_1	RAB15	RAB18	ENSG00000139998	ENSG00000099246	RAB15	RAB18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB15_RAB18_2	RAB18	RAB15	ENSG00000099246	ENSG00000139998	RAB18	RAB15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF3_ZNF623_1	ZNF3	ZNF623	ENSG00000166526	ENSG00000183309	ZNF3	ZNF623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF3_ZNF623_2	ZNF623	ZNF3	ENSG00000183309	ENSG00000166526	ZNF623	ZNF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP30_ZNF189_1	ZFP30	ZNF189	ENSG00000120784	ENSG00000136870	ZFP30	ZNF189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP30_ZNF189_2	ZNF189	ZFP30	ENSG00000136870	ENSG00000120784	ZNF189	ZFP30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PXN_TGFB1I1_1	PXN	TGFB1I1	ENSG00000089159	ENSG00000140682	PXN	TGFB1I1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PXN_TGFB1I1_2	TGFB1I1	PXN	ENSG00000140682	ENSG00000130508	TGFB1I1	PXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF250_ZNF605_1	ZNF250	ZNF605	ENSG00000196150	ENSG00000196458	ZNF250	ZNF605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF250_ZNF605_2	ZNF605	ZNF250	ENSG00000196458	ENSG00000196150	ZNF605	ZNF250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLK1_PLK2_1	PLK1	PLK2	ENSG00000166851	ENSG00000145632	PLK1	PLK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLK1_PLK2_2	PLK2	PLK1	ENSG00000145632	ENSG00000166851	PLK2	PLK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL17_KLHL18_1	KLHL17	KLHL18	ENSG00000187961	ENSG00000114648	KLHL17	KLHL18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL17_KLHL18_2	KLHL18	KLHL17	ENSG00000114648	ENSG00000187961	KLHL18	KLHL17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF189_ZNF267_1	ZNF189	ZNF267	ENSG00000136870	ENSG00000185947	ZNF189	ZNF267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF189_ZNF267_2	ZNF267	ZNF189	ENSG00000185947	ENSG00000136870	ZNF267	ZNF189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF28_ZNF436_1	ZNF28	ZNF436	ENSG00000198538	ENSG00000125945	ZNF28	ZNF436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF28_ZNF436_2	ZNF436	ZNF28	ENSG00000125945	ENSG00000198538	ZNF436	ZNF28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALNT11_GALNT4_1	GALNT11	GALNT4	ENSG00000178234	ENSG00000257594	GALNT11	GALNT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALNT11_GALNT4_2	GALNT4	GALNT11	ENSG00000257594	ENSG00000178234	GALNT4	GALNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF175_ZNF605_1	ZNF175	ZNF605	ENSG00000105497	ENSG00000196458	ZNF175	ZNF605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF175_ZNF605_2	ZNF605	ZNF175	ENSG00000196458	ENSG00000105497	ZNF605	ZNF175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF461_ZNF606_1	ZNF461	ZNF606	ENSG00000197808	ENSG00000166704	ZNF461	ZNF606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF461_ZNF606_2	ZNF606	ZNF461	ENSG00000166704	ENSG00000197808	ZNF606	ZNF461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF28_ZNF461_1	ZNF28	ZNF461	ENSG00000198538	ENSG00000197808	ZNF28	ZNF461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF28_ZNF461_2	ZNF461	ZNF28	ENSG00000197808	ENSG00000198538	ZNF461	ZNF28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP30_ZNF514_1	ZFP30	ZNF514	ENSG00000120784	ENSG00000144026	ZFP30	ZNF514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP30_ZNF514_2	ZNF514	ZFP30	ENSG00000144026	ENSG00000120784	ZNF514	ZFP30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF140_ZNF605_1	ZNF140	ZNF605	ENSG00000196387	ENSG00000196458	ZNF140	ZNF605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF140_ZNF605_2	ZNF605	ZNF140	ENSG00000196458	ENSG00000196387	ZNF605	ZNF140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAMD8_SGMS1_1	SAMD8	SGMS1	ENSG00000156671	ENSG00000198964	SAMD8	SGMS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAMD8_SGMS1_2	SGMS1	SAMD8	ENSG00000198964	ENSG00000156671	SGMS1	SAMD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF584_ZNF586_1	ZNF584	ZNF586	ENSG00000171574	ENSG00000083828	ZNF584	ZNF586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF584_ZNF586_2	ZNF586	ZNF584	ENSG00000083828	ENSG00000171574	ZNF586	ZNF584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF461_ZNF7_1	ZNF461	ZNF7	ENSG00000197808	ENSG00000147789	ZNF461	ZNF7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF461_ZNF7_2	ZNF7	ZNF461	ENSG00000147789	ENSG00000197808	ZNF7	ZNF461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP1_ZNF140_1	ZFP1	ZNF140	ENSG00000184517	ENSG00000196387	ZFP1	ZNF140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP1_ZNF140_2	ZNF140	ZFP1	ENSG00000196387	ENSG00000184517	ZNF140	ZFP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF45_ZNF7_1	ZNF45	ZNF7	ENSG00000124459	ENSG00000147789	ZNF45	ZNF7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF45_ZNF7_2	ZNF7	ZNF45	ENSG00000147789	ENSG00000124459	ZNF7	ZNF45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNASE1_DNASE1L1_1	DNASE1	DNASE1L1	ENSG00000213918	ENSG00000013563	DNASE1	DNASE1L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNASE1_DNASE1L1_2	DNASE1L1	DNASE1	ENSG00000013563	ENSG00000213918	DNASE1L1	DNASE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MXD3_MXI1_1	MXD3	MXI1	ENSG00000213347	ENSG00000119950	MXD3	MXI1	0.649	0.0	0.0	0.073	0.0	0.613	0.0	0.1
MXD3_MXI1_2	MXI1	MXD3	ENSG00000119950	ENSG00000213347	MXI1	MXD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC85B_CCDC85C_1	CCDC85B	CCDC85C	ENSG00000175602	ENSG00000205476	CCDC85B	CCDC85C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC85B_CCDC85C_2	CCDC85C	CCDC85B	ENSG00000205476	ENSG00000175602	CCDC85C	CCDC85B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF28_ZNF695_1	ZNF28	ZNF695	ENSG00000198538	ENSG00000197472	ZNF28	ZNF695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF28_ZNF695_2	ZNF695	ZNF28	ENSG00000197472	ENSG00000198538	ZNF695	ZNF28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSBPL10_OSBPL9_1	OSBPL10	OSBPL9	ENSG00000144645	ENSG00000117859	OSBPL10	OSBPL9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSBPL10_OSBPL9_2	OSBPL9	OSBPL10	ENSG00000117859	ENSG00000144645	OSBPL9	OSBPL10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LYSMD1_LYSMD2_1	LYSMD1	LYSMD2	ENSG00000163155	ENSG00000140280	LYSMD1	LYSMD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LYSMD1_LYSMD2_2	LYSMD2	LYSMD1	ENSG00000140280	ENSG00000163155	LYSMD2	LYSMD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF41_ZNF436_1	ZNF41	ZNF436	ENSG00000147124	ENSG00000125945	ZNF41	ZNF436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF41_ZNF436_2	ZNF436	ZNF41	ENSG00000125945	ENSG00000147124	ZNF436	ZNF41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB3D_RAB43_1	RAB3D	RAB43	ENSG00000105514	ENSG00000172780	RAB3D	RAB43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB3D_RAB43_2	RAB43	RAB3D	ENSG00000172780	ENSG00000105514	RAB43	RAB3D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF227_1	ZNF182	ZNF227	ENSG00000147118	ENSG00000131115	ZNF182	ZNF227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF227_2	ZNF227	ZNF182	ENSG00000131115	ENSG00000147118	ZNF227	ZNF182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF304_ZNF79_1	ZNF304	ZNF79	ENSG00000131845	ENSG00000196152	ZNF304	ZNF79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF304_ZNF79_2	ZNF79	ZNF304	ENSG00000196152	ENSG00000131845	ZNF79	ZNF304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF140_ZNF432_1	ZNF140	ZNF432	ENSG00000196387	ENSG00000256087	ZNF140	ZNF432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF140_ZNF432_2	ZNF432	ZNF140	ENSG00000256087	ENSG00000196387	ZNF432	ZNF140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALNT14_GALNT4_1	GALNT14	GALNT4	ENSG00000158089	ENSG00000257594	GALNT14	GALNT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALNT14_GALNT4_2	GALNT4	GALNT14	ENSG00000257594	ENSG00000158089	GALNT4	GALNT14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF37A_ZNF461_1	ZNF37A	ZNF461	ENSG00000075407	ENSG00000197808	ZNF37A	ZNF461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF37A_ZNF461_2	ZNF461	ZNF37A	ENSG00000197808	ENSG00000075407	ZNF461	ZNF37A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYB561_CYBRD1_1	CYB561	CYBRD1	ENSG00000008283	ENSG00000071967	CYB561	CYBRD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYB561_CYBRD1_2	CYBRD1	CYB561	ENSG00000071967	ENSG00000008283	CYBRD1	CYB561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF239_ZNF436_1	ZNF239	ZNF436	ENSG00000196793	ENSG00000125945	ZNF239	ZNF436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF239_ZNF436_2	ZNF436	ZNF239	ENSG00000125945	ENSG00000196793	ZNF436	ZNF239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF16_ZNF182_1	ZNF16	ZNF182	ENSG00000170631	ENSG00000147118	ZNF16	ZNF182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF16_ZNF182_2	ZNF182	ZNF16	ENSG00000147118	ENSG00000170631	ZNF182	ZNF16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF17_ZNF34_1	ZNF17	ZNF34	ENSG00000186272	ENSG00000196378	ZNF17	ZNF34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF17_ZNF34_2	ZNF34	ZNF17	ENSG00000196378	ENSG00000186272	ZNF34	ZNF17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A16_SLC25A42_1	SLC25A16	SLC25A42	ENSG00000122912	ENSG00000181035	SLC25A16	SLC25A42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A16_SLC25A42_2	SLC25A42	SLC25A16	ENSG00000181035	ENSG00000122912	SLC25A42	SLC25A16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF584_ZNF772_1	ZNF584	ZNF772	ENSG00000171574	ENSG00000197128	ZNF584	ZNF772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF584_ZNF772_2	ZNF772	ZNF584	ENSG00000197128	ENSG00000171574	ZNF772	ZNF584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF331_ZNF45_1	ZNF331	ZNF45	ENSG00000130844	ENSG00000124459	ZNF331	ZNF45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF331_ZNF45_2	ZNF45	ZNF331	ENSG00000124459	ENSG00000130844	ZNF45	ZNF331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSF1_HSF2_1	HSF1	HSF2	ENSG00000185122	ENSG00000025156	HSF1	HSF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSF1_HSF2_2	HSF2	HSF1	ENSG00000025156	ENSG00000185122	HSF2	HSF1	0.895	0.0	0.0	0.0	0.0	0.879	0.0	0.169
ZNF436_ZNF606_1	ZNF436	ZNF606	ENSG00000125945	ENSG00000166704	ZNF436	ZNF606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF436_ZNF606_2	ZNF606	ZNF436	ENSG00000166704	ENSG00000125945	ZNF606	ZNF436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAZAP1_MSI2_1	DAZAP1	MSI2	ENSG00000071626	ENSG00000153944	DAZAP1	MSI2	0.909	0.0	0.0	0.106	0.047	0.0	0.9	0.066
DAZAP1_MSI2_2	MSI2	DAZAP1	ENSG00000153944	ENSG00000071626	MSI2	DAZAP1	0.909	0.0	0.0	0.106	0.047	0.0	0.9	0.066
DHX15_DHX33_1	DHX15	DHX33	ENSG00000109606	ENSG00000005100	DHX15	DHX33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHX15_DHX33_2	DHX33	DHX15	ENSG00000005100	ENSG00000109606	DHX33	DHX15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LETM1_LETM2_1	LETM1	LETM2	ENSG00000168924	ENSG00000165046	LETM1	LETM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LETM1_LETM2_2	LETM2	LETM1	ENSG00000165046	ENSG00000168924	LETM2	LETM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF175_ZNF26_1	ZNF175	ZNF26	ENSG00000105497	ENSG00000198393	ZNF175	ZNF26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF175_ZNF26_2	ZNF26	ZNF175	ENSG00000198393	ENSG00000105497	ZNF26	ZNF175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
