Class_label_sum	cell_line	condition	Gene_combination	single_gene_highist_avg_lfc	single_gene_lowest_avg_lfc	expected_combinatorial_lfc	combinatorial_avg_lfc	Euclidean_distance_expexted_observed	Euclidean_distance_singel_phenotype	highist_expression	lowest_expression	Euclidean_distance_expresstion	expre_Correlation	highist_dep	lowest_dep	Euclidean_distance_dep	dep_Correlation	highist_damage_mutation	lowest_damage_mutation	Euclidean_distance_dm	Jaccard BP Similarity	Jaccard MF Similarity	Jaccard CC Similarity	Average Wang BP Similarity	Average Wang MF Similarity	Average Wang CC Similarity	score	nscore	fscore	pscore	ascore	escore	dscore	Jaccard Index_commun_proteins	Number of Common Proteins	Class_label_exp	Class_label_dep	Class_label_corr	Class_label_neg
no GI	Meljuso	2CP sel	HINT1_HINT2	0.2312373365999678	-0.3350662141201495	-0.10382887752018166	0.1359322254679849	0.23976110298816655	0.5663035507201173	9.413168694282254	5.61751541256585	3.795653281716404	0.1831597699985572	0.0079310700138445	-0.0389470587022284	0.0468781287160729	0.058166261542367	0.0	0.0	0.0	0.0909090909090909	0.625	0.1	0.1513569993487162	0.3961406674713453	0.3466124752573021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HIP1_HIP1R	0.4906074771529249	-0.2415941911362813	0.2490132860166436	0.0952060991506795	0.15380718686596412	0.7322016682892062	3.331087348593922	2.8671166055039623	0.4639707430899595	-0.0376939165752783	0.0950227404859938	-0.0772517590256983	0.1722744995116921	0.0396358031489978	0.0	0.0	0.0	0.2580645161290322	0.5714285714285714	0.4193548387096774	0.1818207784083798	0.3727719647827355	0.3714534212217808	0.872	0.0	0.0	0.062	0.0	0.779	0.0	0.1764705882352941	3	GI	no GI	no GI	Mixed
GI	Meljuso	2CP sel	HIPK1_HIPK2	-0.3209236541251143	-2.1737484296755545	-2.4946720838006686	-0.6809193263188891	1.8137527574817796	1.8528247755504401	3.827880912923326	3.4905507168764536	0.3373301960468726	0.2251948075159431	-0.1747837871172997	-0.1747837871172997		-0.0819179165148029	0.0	0.0	0.0	0.28	0.5454545454545454	0.3636363636363636	0.1546297308337513	0.3530990389385436	0.4215558159095606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1764705882352941	3	no GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HIPK1_HIPK3	0.1580567455237971	-0.3209236541251143	-0.16286690860131722	-0.9726957380440489	0.8098288294427316	0.47898039964891137	3.4905507168764536	2.634467164042802	0.8560835528336517	0.3269951560110605	0.0504268128346222	-0.1747837871172997	0.2252105999519218	0.0848133191794318	0.0	0.0	0.0	0.04	0.8333333333333334	0.4444444444444444	0.1168690959885837	0.5497783444144181	0.5109264318188731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1764705882352941	3	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HIPK2_HIPK3	0.1580567455237971	-2.1737484296755545	-2.0156916841517574	-0.9370003627456718	1.0786913214060856	2.3318051751993516	3.827880912923326	2.634467164042802	1.1934137488805243	0.0875032148886878	0.0504268128346222	0.0504268128346222		0.0506280082944707	0.0	0.0	0.0	0.0833333333333333	0.4545454545454545	0.4	0.1225316681581961	0.3456430074238118	0.4289127729788617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1764705882352941	3	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HIVEP2_HIVEP3	0.0767459728820325	-0.0116758644151859	0.0650701084668466	0.3054388816493094	0.24036877318246277	0.08842183729721839	4.422555217706019	2.248622970995961	2.173932246710057	0.1546130530712652	0.0462301222650549	-0.0007647665087462	0.0469948887738011	-0.0348753633022079	0.0	0.0	0.0	0.3333333333333333	1.0	0.3333333333333333	0.5621046302651903	0.390245042943484	0.5583616321836586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HK1_HK2	0.0215011652752539	-0.4893293214429965	-0.4678281561677426	-1.4471789015978227	0.97935074543008	0.5108304867182504	6.723248914285527	5.147026558306225	1.5762223559793025	0.1249955439291455	-0.1207158099590219	-0.2211321143580172	0.1004163043989952	0.0599301611169414	0.0	0.0	0.0	0.4285714285714285	0.7272727272727273	0.4444444444444444	0.1720641559948343	0.4100697759310435	0.4291684908983282	0.979	0.0	0.0	0.052	0.049	0.8	0.9	0.5384615384615384	7	GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HLA-A_HLA-B	0.3484256367115226	-0.803395447539438	-0.45496981082791543	-0.3017996246707668	0.1531701861571486	1.1518210842509606	8.910057543259141	8.73833990221826	0.17171764104088	0.6825221934573207	-0.2046042833577087	-0.374688774835668	0.1700844914779593	0.2759183683464269	0.0	0.0	0.0	0.3333333333333333	0.3636363636363636	0.8	0.1793377051141883	0.543389657447443	0.3446013467032112	0.999	0.0	0.0	0.049	0.999	0.316	0.9	0.5384615384615384	7	no GI	GI	GI	Mixed
no GI	Meljuso	2CP sel	HLA-A_HLA-C	0.3484256367115226	0.22934272403236	0.5777683607438826	-0.2899585450530901	0.8677269057969728	0.1190829126791626	9.60037430449889	8.73833990221826	0.8620344022806297	0.6254961026802608	-0.374688774835668	-0.5214269141297677	0.1467381392940997	0.2060725923343306	0.0	0.0	0.0	0.32	0.4	0.8	0.2359945922624869	0.5489514417633384	0.3446013467032112	0.998	0.0	0.0	0.05	0.772	0.596	0.9	0.4285714285714285	6	no GI	GI	GI	Mixed
no GI	Meljuso	2CP sel	HLA-A_HLA-E	0.3484256367115226	-0.7591506156629322	-0.4107249789514096	-0.6813784464422683	0.2706534674908587	1.1075762523744548	8.73833990221826	7.777975967141738	0.960363935076523	0.5310108185610745	-0.2243286914035985	-0.374688774835668	0.1503600834320694	0.1345967549096897	0.0	0.0	0.0	0.3333333333333333	0.4166666666666667	0.6666666666666666	0.152896689479649	0.5263938703307601	0.3337245329670436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	4	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HLA-A_HLA-F	0.3484256367115226	-0.2419985350345586	0.10642710167696401	-0.6098291050542242	0.7162562067311882	0.5904241717460812	8.73833990221826	5.347856192463417	3.390483709754844	0.6301736876423224	-0.1742293084803127	-0.374688774835668	0.2004594663553552	0.1534856904070603	0.0	0.0	0.0	0.15625	0.3076923076923077	0.5652173913043478	0.153966707561842	0.5215869121310617	0.3211339175465599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	5	no GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HLA-B_HLA-C	0.22934272403236	-0.803395447539438	-0.574052723507078	-0.2427102194442245	0.33134250406285354	1.032738171571798	9.60037430449889	8.910057543259141	0.6903167612397496	0.8536231322539942	-0.2046042833577087	-0.5214269141297677	0.316822630772059	0.2033560325866411	0.0	0.0	0.0	0.5333333333333333	0.8	1.0	0.2561889944629226	0.6636636568615737	0.3678019965212095	0.998	0.0	0.0	0.049	0.782	0.605	0.9	0.3333333333333333	5	no GI	GI	GI	Mixed
no GI	Meljuso	2CP sel	HLA-B_HLA-E	-0.7591506156629322	-0.803395447539438	-1.5625460632023702	-0.5945529825021989	0.9679930807001713	0.04424483187650585	8.910057543259141	7.777975967141738	1.132081576117403	0.7256139489909565	-0.2046042833577087	-0.2243286914035985	0.0197244080458898	0.1362830529551862	0.0	0.0	0.0	0.2432432432432432	0.3333333333333333	0.7368421052631579	0.1601518900169292	0.6027450617909851	0.3502522606441789	0.994	0.0	0.0	0.052	0.782	0.471	0.9	0.1764705882352941	3	no GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HLA-B_HLA-F	-0.2419985350345586	-0.803395447539438	-1.0453939825739966	-0.3879519987263777	0.6574419838476189	0.5613969125048794	8.910057543259141	5.347856192463417	3.562201350795724	0.7308825392216991	-0.1742293084803127	-0.2046042833577087	0.0303749748773959	0.0523847888810794	0.0	0.0	0.0	0.2272727272727272	0.3333333333333333	0.6190476190476191	0.1736826488603431	0.6270922215219409	0.3389882327508072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5384615384615384	7	no GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HLA-C_HLA-E	0.22934272403236	-0.7591506156629322	-0.5298078916305722	-0.74253140021344	0.21272350858286782	0.9884933396952922	9.60037430449889	7.777975967141738	1.8223983373571528	0.7012398178180379	-0.2243286914035985	-0.5214269141297677	0.2970982227261692	0.0963726652720144	0.0	0.0	0.0	0.2580645161290322	0.375	0.7368421052631579	0.1754864513905787	0.6095365733479546	0.3502522606441789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714285	6	GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HLA-C_HLA-F	0.22934272403236	-0.2419985350345586	-0.012655811002198591	-0.0210798554176705	0.008424044415471909	0.4713412590669186	9.60037430449889	5.347856192463417	4.252518112035474	0.6626645247943115	-0.1742293084803127	-0.5214269141297677	0.347197605649455	0.1617030285236096	0.0	0.0	0.0	0.3333333333333333	0.375	0.6190476190476191	0.2091817288616198	0.6319016639250109	0.3389882327508072	0.99	0.0	0.0	0.053	0.627	0.51	0.9	0.25	4	GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HLA-DPA1_HLA-DRA	0.1015510704691531	-0.3508001769229805	-0.2492491064538274	-0.0028317851795567	0.24641732127427068	0.4523512473921336	11.246231296337085	8.784165670704326	2.462065625632759	0.901727855727072	0.1461545107803121	0.0437665861076331	0.102387924672679	0.056687421799184	0.0	0.0	0.0	0.4210526315789473	0.5	0.75	0.2143642269294581	0.3702122545835271	0.3655320127898665	0.999	0.0	0.0	0.062	0.999	0.0	0.9	0.4285714285714285	6	no GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HLA-E_HLA-F	-0.2419985350345586	-0.7591506156629322	-1.0011491506974908	-0.3917375995326067	0.6094115511648841	0.5171520806283736	7.777975967141738	5.347856192463417	2.430119774678321	0.6086028085265581	-0.1742293084803127	-0.2243286914035985	0.0500993829232858	0.0446819620572711	0.0	0.0	0.0	0.2285714285714285	0.4	0.65	0.1743712628289468	0.5758121977467149	0.3292276979461426	0.997	0.0	0.0	0.055	0.785	0.716	0.9	0.1764705882352941	3	GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HMG20A_HMG20B	-0.2718782517039972	-0.9369876822522992	-1.2088659339562964	-0.598941051106795	0.6099248828495014	0.6651094305483021	8.304979288810808	4.330651361353929	3.974327927456879	0.1445983023625305	0.0965425296545559	0.0327029010130173	0.0638396286415386	-0.0115504783115838	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.25	0.2148506660874856	0.6595156931848839	0.5199196211545275	0.932	0.0	0.0	0.064	0.0	0.872	0.0	0.5384615384615384	7	GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HMGB1_HMGB2	2.221087649264667	0.8835891583492712	3.1046768076139384	2.545128644939461	0.5595481626744774	1.337498490915396	9.628241465193817	7.817405649474089	1.810835815719728	0.6034347803525361	0.0159869391712734	-0.5755768897123547	0.591563828883628	0.1469034172838304	0.0	0.0	0.0	0.1686746987951807	0.4827586206896552	0.35	0.1209717849518607	0.3624023864462871	0.3825210620699232	0.981	0.0	0.0	0.051	0.322	0.867	0.8	0.0	0	no GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HMGB1_HMGB3	2.221087649264667	-0.0880598250822466	2.1330278241824208	1.8254413975570665	0.3075864266253543	2.3091474743469136	9.628241465193817	5.939793330810854	3.6884481343829623	0.3498576269961215	-0.5755768897123547	-0.5755768897123547		-0.1043927256155234	0.0	0.0	0.0	0.0666666666666666	0.24	0.1875	0.1206864576410129	0.4130132262234929	0.3959079004728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	2	GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HMGB2_HMGB3	0.8835891583492712	-0.0880598250822466	0.7955293332670246	0.4168780152756963	0.3786513179913283	0.9716489834315178	7.817405649474089	5.939793330810854	1.8776123186632343	0.2831961803112058	0.0159869391712734	0.0159869391712734		2.2672027437567462e-05	0.0	0.0	0.0	0.1081081081081081	0.3333333333333333	0.2727272727272727	0.1473187256883686	0.5061448559681053	0.4584331573610883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HMGN1_HMGN3	0.4654733275933942	0.1834807735035744	0.6489541010969686	0.5456555361786743	0.10329856491829426	0.2819925540898198	7.947047369560543	6.610500895258436	1.3365464743021065	0.2975661189681893	0.1404158865062455	-0.3000283837055978	0.4404442702118433	0.0722748482329852				0.0909090909090909	0.8	0.5	0.2016560223356109	0.5277140637221517	0.5338430836014464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HMGN2_HMGN4	0.2867253146383932	0.1240377554681291	0.4107630701065223	0.0165563726783126	0.3942066974282097	0.16268755917026406	9.591784712874505	5.7980750385097375	3.793709674364768	0.2579362752284181	-0.1364309243796104	-0.399358460083647	0.2629275357040366	-0.0175287373527919	0.0	0.0	0.0	0.3333333333333333	0.8	0.5	0.4394234148901875	0.5702643273551165	0.5583616321836586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	8	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HMOX1_HMOX2	0.2465695299490988	-0.0664241613351195	0.1801453686139793	1.0172391037720598	0.8370937351580805	0.3129936912842183	6.657052083423645	4.957171905608095	1.69988017781555	0.1395465900308068	0.0234904263046248	-0.0495644412914901	0.0730548675961149	-0.0466422418580696	0.0	0.0	0.0	0.0789473684210526	0.5555555555555556	0.2727272727272727	0.1417791257404099	0.3567226925934038	0.443967809043185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714285	6	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HNRNPA0_MSI2	-1.089660332568482	-1.212045957564314	-2.3017062901327963	-2.136863105733867	0.1648431843989293	0.12238562499583217	5.230248573847841	5.081863418140442	0.1483851557073991	0.4253407841157885	-0.3853605060556931	-0.4762839786629219	0.0909234726072287	0.0066329440159006	0.0	0.0	0.0	0.0	0.4444444444444444	0.0	0.0976023153697684	0.5625400482655613	0.4166727275819461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HNRNPA1L2_HNRNPA3	0.630155115399887	-0.3657243599243491	0.2644307554755379	-0.0615479075668767	0.32597866304241463	0.9958794753242362	7.812937035807666	1.8281647363497595	5.984772299457907	0.2733472873272815	-0.1646290544244163	-0.3024656672582794	0.1378366128338631	0.0664779327781016	0.0	0.0	0.0	0.75	1.0	0.5	0.5662018432125939	0.6809232007602181	0.4286093925239725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HNRNPA1_HNRNPA1L2	2.7035511036553337	-0.3657243599243491	2.3378267437309845	1.45715335820792	0.8806733855230646	3.069275463579683	10.52544895460577	1.8281647363497595	8.69728421825601	0.4410846528002777	-0.3024656672582794	-0.3106266118891866	0.0081609446309072	0.0246784520230317				0.3076923076923077	0.3076923076923077	0.4444444444444444	0.205402891606488	0.5846627913230291	0.375875394578361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	2	GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HNRNPA1_HNRNPA3	2.7035511036553337	0.630155115399887	3.3337062190552205	1.9179430598782832	1.4157631591769373	2.073395988255447	10.52544895460577	7.812937035807666	2.7125119187981035	0.5064353039125032	-0.1646290544244163	-0.3106266118891866	0.1459975574647703	0.1072855814245725				0.2307692307692307	0.3076923076923077	0.5555555555555556	0.2073577273575247	0.5846627913230291	0.3804205141961491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714285	6	no GI	no GI	no GI	no GI
GI	Meljuso	2CP sel	HNRNPA2B1_HNRNPA3	0.630155115399887	-1.4858132837018188	-0.8556581683019318	-2.624045099445177	1.7683869311432454	2.115968399101706	10.219026158650816	7.812937035807666	2.4060891228431505	0.6699144750055979	-0.1646290544244163	-1.0896092934422412	0.9249802390178248	0.0871466310827834	0.0	0.0	0.0	0.25	0.3636363636363636	0.4166666666666667	0.2494372240474988	0.4802720223442904	0.351715226653382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5384615384615384	7	no GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HNRNPAB_HNRNPD	-0.0049215533128925	-0.0916256122139111	-0.0965471655268036	-0.0716405630811312	0.0249066024456724	0.08670405890101861	8.544593194239512	8.245417013772135	0.2991761804673771	0.5142586664862541	0.0317602612785344	-0.078913887186341	0.1106741484648754	0.2758385181356901				0.0588235294117647	0.4	0.4166666666666667	0.209541104092318	0.5864243521601333	0.3714205831168493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	2	GI	GI	no GI	Mixed
no GI	Meljuso	2CP sel	HNRNPAB_HNRNPDL	-0.0049215533128925	-0.0873385861742912	-0.0922601394871837	-0.632852983273664	0.5405928437864803	0.0824170328613987	8.544593194239512	7.849837905666115	0.694755288573397	0.403910894930789	-0.067478612608051	-0.078913887186341	0.0114352745782899	0.0939211050295633				0.1666666666666666	0.3333333333333333	0.5555555555555556	0.266392040457852	0.6118040384116095	0.4007660795546505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	5	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HNRNPC_RALY	0.1326423876446016	-4.109663469630089	-3.9770210819854874	-3.3096030170320168	0.6674180649534707	4.24230585727469	9.10604812090548	7.934362463077382	1.1716856578280987	0.1855326522854657	0.0240514296069903	-0.8737739275354975	0.8978253571424878	0.0003378029915466				0.3333333333333333	0.3	0.2307692307692307	0.2509080026099779	0.4584870046918059	0.343721450186642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1764705882352941	3	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HNRNPD_HNRNPDL	-0.0873385861742912	-0.0916256122139111	-0.17896419838820232	-0.2558586384746504	0.07689444008644808	0.004287026039619904	8.245417013772135	7.849837905666115	0.3955791081060198	0.7985235720162212	0.0317602612785344	-0.067478612608051	0.0992388738865854	0.1519839824439851				0.064516129032258	0.2857142857142857	0.5454545454545454	0.2181763324726129	0.5348639091586614	0.4114995300432177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	GI	no GI	GI	Mixed
GI	Meljuso	2CP sel	HNRNPL_HNRNPLL	0.037858250611009	-3.6099966111139135	-3.5721383605029047	-2.1379559394464427	1.434182421056462	3.6478548617249222	8.074063063218489	4.061505492058032	4.012557571160457	0.1611355363469633	0.040991010259216	-1.1528349425363662	1.193825952795582	0.0002100704162568	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3901146549796274	0.6370345891077335	0.3906972509446179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	2	GI	no GI	no GI	Mixed
GI	Meljuso	2CP sel	HNRNPM_MYEF2	-0.0222042367897259	-3.927525801204191	-3.949730037993917	-1.750791363606082	2.1989386743878354	3.905321564414465	8.077531789326535	5.20419502547079	2.873336763855745	0.1921855760939141	0.0709923098896002	-0.829445995049195	0.9004383049387952	0.0228524301883215	0.0	0.0	0.0	0.0	0.5	0.0909090909090909	0.0705609766287084	0.6493086492549176	0.3354618286990305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	no GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HNRNPR_SYNCRIP	0.5061885525272378	-0.7011343881405088	-0.19494583561327095	-0.2640513033633633	0.06910546775009235	1.2073229406677466	7.211971382619284	6.63090937239099	0.581062010228294	0.6395879522757941	-0.2317839571815007	-0.5439991677420053	0.3122152105605046	0.1835610624906247	0.0	0.0	0.0	0.2307692307692307	0.6	0.5	0.2809892721188762	0.6867662102309963	0.3645808596695001	0.956	0.0	0.0	0.05	0.768	0.703	0.0	0.0526315789473684	1	GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HNRNPUL1_HNRNPUL2	0.5226585777884238	-0.2666207714786532	0.25603780630977063	0.1972309037357043	0.058806902574066344	0.7892793492670771	7.328542661848189	5.5033742667108685	1.8251683951373208	0.6274984284623815	-0.0332762137862769	-0.2180445286371541	0.1847683148508772	0.0386172379148589	0.0	0.0	0.0	0.0	0.6666666666666666	0.6	0.3167602305735743	0.6595156931848839	0.4623348595079795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HNRNPU_HNRNPUL1	0.5226585777884238	-3.403775918415898	-2.8811173406274744	-2.181901655946999	0.6992156846804756	3.9264344962043216	8.238317670031996	7.328542661848189	0.9097750081838072	0.6604672009175758	-0.0332762137862769	-0.8092951735908438	0.7760189598045669	0.0398707961890194	0.0	0.0	0.0	0.024390243902439	0.0625	0.0967741935483871	0.12251902676824	0.4330369493830375	0.3270647253033905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	2	no GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HNRNPU_HNRNPUL2	-0.2666207714786532	-3.403775918415898	-3.670396689894551	-2.6458619346779786	1.0245347552165724	3.137155146937245	8.238317670031996	5.5033742667108685	2.734943403321128	0.5329779332746991	-0.2180445286371541	-0.8092951735908438	0.5912506449536897	0.1064220431156977	0.0	0.0	0.0	0.0	0.064516129032258	0.0967741935483871	0.1994430125250294	0.478610535568349	0.3512802459230386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	2	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HOMER1_HOMER2	-0.1509487927655084	-0.26889477415616	-0.41984356692166835	-0.7731247548544227	0.3532811879327543	0.11794598139065157	3.932494209893931	2.3773947723695974	1.5550994375243334	0.2524882704232855	0.0519658775348136	-0.0832573913887163	0.1352232689235299	-0.0443321632999407	0.0	0.0	0.0	0.125	0.1666666666666666	0.375	0.1488679571906003	0.415287511163982	0.45681591434923	0.991	0.0	0.0	0.065	0.055	0.837	0.9	0.6666666666666666	8	GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HOMER1_HOMER3	0.0141982725447702	-0.1509487927655084	-0.1367505202207382	-0.9438045959344294	0.8070540757136913	0.16514706531027862	5.029625188237234	2.3773947723695974	2.6522304158676366	0.0132839315561497	0.0519658775348136	-0.2521553158835184	0.304121193418332	-0.0019498216406587	0.0	0.0	0.0	0.0869565217391304	0.1666666666666666	0.3043478260869565	0.1497808036857366	0.4980411119162302	0.4466218451645947	0.993	0.0	0.0	0.0	0.0	0.875	0.9	0.8181818181818182	9	GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HOMER2_HOMER3	0.0141982725447702	-0.26889477415616	-0.2546965016113898	0.1373217588762902	0.39201826048767996	0.28309304670093016	5.029625188237234	3.932494209893931	1.0971309783433032	0.1978571548922933	-0.0832573913887163	-0.2521553158835184	0.1688979244948021	0.0479047868880055	0.0	0.0	0.0	0.5	0.3333333333333333	0.5	0.2200512764886338	0.5128753830057367	0.4597423257568514	0.99	0.0	0.0	0.0	0.0	0.785	0.9	0.6666666666666666	8	GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HOOK1_HOOK2	-0.2076403097381749	-0.5858524550710884	-0.7934927648092633	-0.5887462222782265	0.20474654253103686	0.3782121453329135	2.686656705881944	-0.0570095182454548	2.7436662241273986	0.5278379683956163	0.0821324116163703	-0.0704998377244923	0.1526322493408626	-0.0779568914546741	0.0	0.0	0.0	0.5714285714285714	0.6666666666666666	0.5454545454545454	0.3085951405361662	0.6801382892184497	0.3256280162645352	0.946	0.0	0.0	0.071	0.056	0.42	0.9	0.4285714285714285	6	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HOOK1_HOOK3	-0.2076403097381749	-0.3762349977338455	-0.5838753074720204	-1.0079120913451411	0.4240367838731207	0.1685946879956706	2.005395297181164	-0.0570095182454548	2.062404815426619	-0.1256760975811083	-0.0704998377244923	-0.357758650866492	0.2872588131419997	0.0867040928233115	0.0	0.0	0.0	0.4444444444444444	0.4444444444444444	0.5454545454545454	0.250550491542059	0.6472771164491383	0.333366893881067	0.987	0.0	0.0	0.059	0.042	0.831	0.9	0.3333333333333333	5	GI	no GI	no GI	Mixed
no GI	Meljuso	2CP sel	HOOK2_HOOK3	-0.3762349977338455	-0.5858524550710884	-0.9620874528049339	-0.0942153819855371	0.8678720708193968	0.2096174573372429	2.686656705881944	2.005395297181164	0.6812614087007796	-0.0694478522963094	0.0821324116163703	-0.357758650866492	0.4398910624828623	-0.0238248212234573	0.0	0.0	0.0	0.5714285714285714	0.5714285714285714	0.5384615384615384	0.3012528670026541	0.6912985753925043	0.3481815661190795	0.945	0.0	0.0	0.069	0.0	0.42	0.9	0.3333333333333333	5	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HOXA10_HOXB9	0.0353090142094201	-1.0726759498206098	-1.0373669356111896	-0.2225677089066173	0.8147992267045723	1.1079849640300299	1.7752100408356957	1.7312876781751232	0.0439223626605724	0.2789025018661826	0.0868011732733158	-0.4923984889478154	0.5791996622211312	0.0328596737814559	0.0	0.0	0.0	0.25	0.5555555555555556	0.5	0.1736348753806732	0.3907514893924881	0.4503875133743287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HOXA10_HOXC10	0.2083741456812449	0.0353090142094201	0.243683159890665	-0.2303920221323252	0.4740751820229902	0.1730651314718248	5.053697096618137	1.7312876781751232	3.322409418443014	0.2149407691200582	0.0868011732733158	-0.1757251953755634	0.2625263686488792	0.0850368668208438	0.0	0.0	0.0	0.3684210526315789	0.75	0.5	0.1769532334805963	0.3905981490449868	0.4995416128717275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HOXA3_HOXB3	0.9257583689457268	0.1057737555701177	1.0315321245158446	0.4692068518630989	0.5623252726527457	0.8199846133756091	3.5882439098613546	0.7446983394094662	2.843545570451888	0.3386806433422781	0.189607348086413	-0.4010753585480886	0.5906827066345016	-0.1214807276923939	0.0	0.0	0.0	0.3076923076923077	0.5714285714285714	1.0	0.2069556799678612	0.3741571774147075	0.6074325619410299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	no GI
no GI	Meljuso	2CP sel	HOXB6_HOXB7	0.2363353700569612	-0.0270442992541912	0.20929107080277	0.5854679550866309	0.37617688428386087	0.2633796693111524	5.999423822518383	3.14371453728443	2.8557092852339534	0.7227773566310585	-0.1029422172025242	-0.1981970385804541	0.0952548213779299	0.1829286379384776				0.4	0.75	0.4	0.2238204402753479	0.4008285492857373	0.5378698289049701	0.983	0.0	0.0	0.064	0.856	0.807	0.0	0.3333333333333333	5	no GI	no GI	GI	Mixed
no GI	Meljuso	2CP sel	HOXB9_HOXC10	0.2083741456812449	-1.0726759498206098	-0.8643018041393649	-0.423003678797978	0.44129812534138685	1.2810500955018547	5.053697096618137	1.7752100408356957	3.278487055782441	0.1629204430938775	-0.1757251953755634	-0.4923984889478154	0.316673293572252	0.0697833577551539	0.0	0.0	0.0	0.3125	0.75	0.6	0.1867454115439386	0.4284844148770501	0.4769316306466665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	no GI	no GI	no GI	no GI
