ReagentID	Gene1	Gene2	Gene1_ensembl	Gene2_ensembl	Jaccard BP Similarity	Jaccard MF Similarity	Jaccard CC Similarity	Average Wang BP Similarity	Average Wang MF Similarity	Average Wang CC Similarity
ZNF160_ZNF420_1	ZNF160	ZNF420	ENSG00000170949	ENSG00000197050	0.6666666666666666	0.8	0.5	0.6615820285942268	0.3784584249305475	0.6608206485771013
ZNF160_ZNF420_2	ZNF420	ZNF160	ENSG00000197050	ENSG00000170949	0.6666666666666666	0.8	0.5	0.6615820285942268	0.3784584249305475	0.6608206485771013
ANXA1_ANXA3_1	ANXA1	ANXA3	ENSG00000135046	ENSG00000138772	0.016129032258064516	0.5	0.17647058823529413	0.11196291440821368	0.3443619869040848	0.3494358022397204
ANXA1_ANXA3_2	ANXA3	ANXA1	ENSG00000138772	ENSG00000135046	0.016129032258064516	0.5	0.17647058823529413	0.11196291440821368	0.3443619869040848	0.3494358022397204
NUBP1_NUBP2_1	NUBP1	NUBP2	ENSG00000103274	ENSG00000095906	0.2857142857142857	0.875	0.7	0.30769019092932687	0.3592489715160032	0.43951792049299243
NUBP1_NUBP2_2	NUBP2	NUBP1	ENSG00000095906	ENSG00000103274	0.2857142857142857	0.875	0.7	0.30769019092932687	0.3592489715160032	0.43951792049299243
ST3GAL1_ST3GAL2_1	ST3GAL1	ST3GAL2	ENSG00000008513	ENSG00000157350	0.42105263157894735	0.5714285714285714	0.5555555555555556	0.272794988456878	0.6352958912475775	0.49885342589350573
ST3GAL1_ST3GAL2_2	ST3GAL2	ST3GAL1	ENSG00000157350	ENSG00000008513	0.42105263157894735	0.5714285714285714	0.5555555555555556	0.272794988456878	0.6352958912475775	0.49885342589350573
CDC42SE1_CDC42SE2_1	CDC42SE1	CDC42SE2	ENSG00000197622	ENSG00000158985	0.6	0.5	0.5	0.3954913231956564	0.42973551270114163	0.5240764356647323
CDC42SE1_CDC42SE2_2	CDC42SE2	CDC42SE1	ENSG00000158985	ENSG00000197622	0.6	0.5	0.5	0.3954913231956564	0.42973551270114163	0.5240764356647323
TMEM87A_TMEM87B_1	TMEM87A	TMEM87B	ENSG00000103978	ENSG00000153214	0.3333333333333333	0.0	0.5	0.3916103319020064	0.0	0.4944802703074894
TMEM87A_TMEM87B_2	TMEM87B	TMEM87A	ENSG00000153214	ENSG00000103978	0.3333333333333333	0.0	0.5	0.3916103319020064	0.0	0.4944802703074894
SCMH1_SCML2_1	SCMH1	SCML2	ENSG00000010803	ENSG00000102098	0.2857142857142857	1.0	0.2	0.3043158098537076	0.7523147022101149	0.38700235886839235
SCMH1_SCML2_2	SCML2	SCMH1	ENSG00000102098	ENSG00000010803	0.2857142857142857	1.0	0.2	0.3043158098537076	0.7523147022101149	0.38700235886839235
PPP6R1_PPP6R3_1	PPP6R1	PPP6R3	ENSG00000105063	ENSG00000110075	0.5	0.75	0.6	0.0	0.499446719891049	0.545983827872408
PPP6R1_PPP6R3_2	PPP6R3	PPP6R1	ENSG00000110075	ENSG00000105063	0.5	0.75	0.6	0.0	0.499446719891049	0.545983827872408
MTMR3_MTMR4_1	MTMR3	MTMR4	ENSG00000100330	ENSG00000108389	0.2777777777777778	0.75	0.3333333333333333	0.1806604581116802	0.3543475963474169	0.492424193865108
MTMR3_MTMR4_2	MTMR4	MTMR3	ENSG00000108389	ENSG00000100330	0.2777777777777778	0.75	0.3333333333333333	0.1806604581116802	0.3543475963474169	0.492424193865108
ZNF688_ZNF785_1	ZNF688	ZNF785	ENSG00000229809	ENSG00000197162	0.3333333333333333	0.42857142857142855	0.5	0.5512063717919251	0.3835149303479251	0.6245646691485529
ZNF688_ZNF785_2	ZNF785	ZNF688	ENSG00000197162	ENSG00000229809	0.3333333333333333	0.42857142857142855	0.5	0.5512063717919251	0.3835149303479251	0.6245646691485529
QPCT_QPCTL_1	QPCT	QPCTL	ENSG00000115828	ENSG00000011478	0.5	1.0	0.0	0.8742270530763485	0.4288274874455609	0.2715454348971294
QPCT_QPCTL_2	QPCTL	QPCT	ENSG00000011478	ENSG00000115828	0.5	1.0	0.0	0.8742270530763485	0.4288274874455609	0.2715454348971294
NBEAL1_NBEAL2_1	NBEAL1	NBEAL2	ENSG00000144426	ENSG00000160796	0.5	1.0	0.3333333333333333	0.5937805275154673	0.8009554140127388	0.5474110923025405
NBEAL1_NBEAL2_2	NBEAL2	NBEAL1	ENSG00000160796	ENSG00000144426	0.5	1.0	0.3333333333333333	0.5937805275154673	0.8009554140127388	0.5474110923025405
KDM5B_KDM5C_1	KDM5B	KDM5C	ENSG00000117139	ENSG00000126012	0.2631578947368421	0.6428571428571429	1.0	0.1844221819103248	0.2935891829356962	0.591926961842662
KDM5B_KDM5C_2	KDM5C	KDM5B	ENSG00000126012	ENSG00000117139	0.2631578947368421	0.6428571428571429	1.0	0.1844221819103248	0.2935891829356962	0.591926961842662
ZNF397_ZSCAN30_1	ZNF397	ZSCAN30	ENSG00000186812	ENSG00000186814	0.5	0.7142857142857143	0.16666666666666666	0.8178755087177316	0.3589178091044116	0.454318941002015
ZNF397_ZSCAN30_2	ZSCAN30	ZNF397	ENSG00000186814	ENSG00000186812	0.5	0.7142857142857143	0.16666666666666666	0.8178755087177316	0.3589178091044116	0.454318941002015
SNTA1_SNTB2_1	SNTA1	SNTB2	ENSG00000101400	ENSG00000168807	0.0	0.4	0.3157894736842105	0.0	0.4679844145160676	0.3297089591148436
SNTA1_SNTB2_2	SNTB2	SNTA1	ENSG00000168807	ENSG00000101400	0.0	0.4	0.3157894736842105	0.0	0.4679844145160676	0.3297089591148436
ANXA2_ANXA3_1	ANXA2	ANXA3	ENSG00000182718	ENSG00000138772	0.0	0.35294117647058826	0.15789473684210525	0.10715155758344064	0.28568022161506545	0.3185308579509764
ANXA2_ANXA3_2	ANXA3	ANXA2	ENSG00000138772	ENSG00000182718	0.0	0.35294117647058826	0.15789473684210525	0.10715155758344064	0.28568022161506545	0.3185308579509764
ZNF528_ZNF841_1	ZNF528	ZNF841	ENSG00000167555	ENSG00000197608	0.6666666666666666	0.6	1.0	0.869426678973168	0.37760088024893124	1.0
ZNF528_ZNF841_2	ZNF841	ZNF528	ENSG00000197608	ENSG00000167555	0.6666666666666666	0.6	1.0	0.869426678973168	0.37760088024893124	1.0
LCAT_PLA2G15_1	LCAT	PLA2G15	ENSG00000213398	ENSG00000103066	0.13636363636363635	0.21052631578947367	0.5	0.2636738144223264	0.3070235680747524	0.4183768484855998
LCAT_PLA2G15_2	PLA2G15	LCAT	ENSG00000103066	ENSG00000213398	0.13636363636363635	0.21052631578947367	0.5	0.2636738144223264	0.3070235680747524	0.4183768484855998
LRRC8B_LRRC8D_1	LRRC8B	LRRC8D	ENSG00000197147	ENSG00000171492	0.4444444444444444	1.0	1.0	0.41445122190081174	0.5567170424734038	0.461963939991516
LRRC8B_LRRC8D_2	LRRC8D	LRRC8B	ENSG00000171492	ENSG00000197147	0.4444444444444444	1.0	1.0	0.41445122190081174	0.5567170424734038	0.461963939991516
ZNF160_ZNF84_1	ZNF160	ZNF84	ENSG00000170949	ENSG00000198040	0.6666666666666666	0.6666666666666666	1.0	0.6615820285942268	0.3630879433651211	1.0
ZNF160_ZNF84_2	ZNF84	ZNF160	ENSG00000198040	ENSG00000170949	0.6666666666666666	0.6666666666666666	1.0	0.6615820285942268	0.3630879433651211	1.0
CHD7_CHD8_1	CHD7	CHD8	ENSG00000171316	ENSG00000100888	0.057971014492753624	0.6	0.5	0.1185693009946808	0.3052084798363972	0.399875176003461
CHD7_CHD8_2	CHD8	CHD7	ENSG00000100888	ENSG00000171316	0.057971014492753624	0.6	0.5	0.1185693009946808	0.3052084798363972	0.399875176003461
KRT7_KRT81_1	KRT7	KRT81	ENSG00000135480	ENSG00000205426	1.0	1.0	0.375	0.5589292130794107	0.6311475409836066	0.411898532625859
KRT7_KRT81_2	KRT81	KRT7	ENSG00000205426	ENSG00000135480	1.0	1.0	0.375	0.5589292130794107	0.6311475409836066	0.411898532625859
SIPA1L1_SIPA1L3_1	SIPA1L1	SIPA1L3	ENSG00000197555	ENSG00000105738	0.07142857142857142	0.5	0.11764705882352941	0.1594209803095534	0.46808893717000316	0.36176951913625544
SIPA1L1_SIPA1L3_2	SIPA1L3	SIPA1L1	ENSG00000105738	ENSG00000197555	0.07142857142857142	0.5	0.11764705882352941	0.1594209803095534	0.46808893717000316	0.36176951913625544
TNFRSF10B_TNFRSF10D_1	TNFRSF10B	TNFRSF10D	ENSG00000120889	ENSG00000173530	0.14285714285714285	0.4	1.0	0.3087473200196696	0.5266613596729166	0.7523147022101149
TNFRSF10B_TNFRSF10D_2	TNFRSF10D	TNFRSF10B	ENSG00000173530	ENSG00000120889	0.14285714285714285	0.4	1.0	0.3087473200196696	0.5266613596729166	0.7523147022101149
EDIL3_MFGE8_1	EDIL3	MFGE8	ENSG00000164176	ENSG00000140545	0.2	0.4	0.4	0.2560427842328499	0.3213091863204642	0.39477132778441715
EDIL3_MFGE8_2	MFGE8	EDIL3	ENSG00000140545	ENSG00000164176	0.2	0.4	0.4	0.2560427842328499	0.3213091863204642	0.39477132778441715
RUFY1_RUFY3_1	RUFY1	RUFY3	ENSG00000176783	ENSG00000018189	0.0	0.2857142857142857	0.17647058823529413	0.1252918621215507	0.5017898455578208	0.39038305310114974
RUFY1_RUFY3_2	RUFY3	RUFY1	ENSG00000018189	ENSG00000176783	0.0	0.2857142857142857	0.17647058823529413	0.1252918621215507	0.5017898455578208	0.39038305310114974
ZNF304_ZNF548_1	ZNF304	ZNF548	ENSG00000131845	ENSG00000188785	0.16666666666666666	0.6666666666666666	1.0	0.3846573053451408	0.35521524311927605	1.0
ZNF304_ZNF548_2	ZNF548	ZNF304	ENSG00000188785	ENSG00000131845	0.16666666666666666	0.6666666666666666	1.0	0.3846573053451408	0.35521524311927605	1.0
SEMA3A_SEMA3F_1	SEMA3A	SEMA3F	ENSG00000075213	ENSG00000001617	0.42424242424242425	0.6	0.6666666666666666	0.174559783635063	0.6951353128407852	0.4936952111306699
SEMA3A_SEMA3F_2	SEMA3F	SEMA3A	ENSG00000001617	ENSG00000075213	0.42424242424242425	0.6	0.6666666666666666	0.174559783635063	0.6951353128407852	0.4936952111306699
RHOQ_RHOU_1	RHOQ	RHOU	ENSG00000119729	ENSG00000116574	0.22727272727272727	0.4444444444444444	0.07142857142857142	0.20753833699476631	0.30141097077095524	0.3327026176171642
RHOQ_RHOU_2	RHOU	RHOQ	ENSG00000116574	ENSG00000119729	0.22727272727272727	0.4444444444444444	0.07142857142857142	0.20753833699476631	0.30141097077095524	0.3327026176171642
ARMC10_ARMCX3_1	ARMC10	ARMCX3	ENSG00000170632	ENSG00000102401	0.0	0.3333333333333333	0.3333333333333333	0.0635662784295867	0.8347602735055045	0.4130266935543863
ARMC10_ARMCX3_2	ARMCX3	ARMC10	ENSG00000102401	ENSG00000170632	0.0	0.3333333333333333	0.3333333333333333	0.0635662784295867	0.8347602735055045	0.4130266935543863
SPRY1_SPRY2_1	SPRY1	SPRY2	ENSG00000164056	ENSG00000136158	0.34146341463414637	0.16666666666666666	0.2857142857142857	0.18025899041802393	0.3726690707602527	0.45490340593599643
SPRY1_SPRY2_2	SPRY2	SPRY1	ENSG00000136158	ENSG00000164056	0.34146341463414637	0.16666666666666666	0.2857142857142857	0.18025899041802393	0.3726690707602527	0.45490340593599643
NEDD8_UBA52_1	NEDD8	UBA52	ENSG00000129559	ENSG00000221983	0.15384615384615385	0.75	0.18181818181818182	0.3009794652413813	0.4772197278201246	0.33417911335287326
NEDD8_UBA52_2	UBA52	NEDD8	ENSG00000221983	ENSG00000129559	0.15384615384615385	0.75	0.18181818181818182	0.3009794652413813	0.4772197278201246	0.33417911335287326
SOCS4_SOCS5_1	SOCS4	SOCS5	ENSG00000180008	ENSG00000171150	0.375	0.5	0.5	0.17586933912027436	0.45608502947734897	0.5784313725490196
SOCS4_SOCS5_2	SOCS5	SOCS4	ENSG00000171150	ENSG00000180008	0.375	0.5	0.5	0.17586933912027436	0.45608502947734897	0.5784313725490196
GGA1_GGA2_1	GGA1	GGA2	ENSG00000100083	ENSG00000103365	0.5454545454545454	0.8	0.5384615384615384	0.45360569274490126	0.5309917945122852	0.3936573646707171
GGA1_GGA2_2	GGA2	GGA1	ENSG00000103365	ENSG00000100083	0.5454545454545454	0.8	0.5384615384615384	0.45360569274490126	0.5309917945122852	0.3936573646707171
ZNF736_ZNF738_1	ZNF736	ZNF738	ENSG00000234444	ENSG00000172687	0.3333333333333333	0.4	1.0	0.49670831869763743	0.30884526132481416	1.0
ZNF736_ZNF738_2	ZNF738	ZNF736	ENSG00000172687	ENSG00000234444	0.3333333333333333	0.4	1.0	0.49670831869763743	0.30884526132481416	1.0
TBC1D10A_TBC1D10B_1	TBC1D10A	TBC1D10B	ENSG00000099992	ENSG00000169221	0.25	0.4	0.3333333333333333	0.24736222839857944	0.46130722381165057	0.49617788655554756
TBC1D10A_TBC1D10B_2	TBC1D10B	TBC1D10A	ENSG00000169221	ENSG00000099992	0.25	0.4	0.3333333333333333	0.24736222839857944	0.46130722381165057	0.49617788655554756
ZNF134_ZNF304_1	ZNF134	ZNF304	ENSG00000213762	ENSG00000131845	0.07142857142857142	0.5714285714285714	0.5	0.2999462444065173	0.3584564521917824	0.6608206485771013
ZNF134_ZNF304_2	ZNF304	ZNF134	ENSG00000131845	ENSG00000213762	0.07142857142857142	0.5714285714285714	0.5	0.2999462444065173	0.3584564521917824	0.6608206485771013
PSMC5_PSMC6_1	PSMC5	PSMC6	ENSG00000087191	ENSG00000100519	0.2222222222222222	0.36363636363636365	0.6428571428571429	0.21391163804893917	0.31224900133190114	0.3525798224955155
PSMC5_PSMC6_2	PSMC6	PSMC5	ENSG00000100519	ENSG00000087191	0.2222222222222222	0.36363636363636365	0.6428571428571429	0.21391163804893917	0.31224900133190114	0.3525798224955155
EIF4G1_EIF4G3_1	EIF4G1	EIF4G3	ENSG00000114867	ENSG00000075151	0.14285714285714285	0.5	0.2222222222222222	0.18980845537263413	0.4579825354869238	0.3952732718261098
EIF4G1_EIF4G3_2	EIF4G3	EIF4G1	ENSG00000075151	ENSG00000114867	0.14285714285714285	0.5	0.2222222222222222	0.18980845537263413	0.4579825354869238	0.3952732718261098
PPP6R2_PPP6R3_1	PPP6R2	PPP6R3	ENSG00000100239	ENSG00000110075	0.5	1.0	0.5	0.0	0.5305315797217509	0.48594381817124227
PPP6R2_PPP6R3_2	PPP6R3	PPP6R2	ENSG00000110075	ENSG00000100239	0.5	1.0	0.5	0.0	0.5305315797217509	0.48594381817124227
ZSCAN16_ZSCAN9_1	ZSCAN16	ZSCAN9	ENSG00000196812	ENSG00000137185	1.0	1.0	1.0	1.0	0.4037565408454179	1.0
ZSCAN16_ZSCAN9_2	ZSCAN9	ZSCAN16	ENSG00000137185	ENSG00000196812	1.0	1.0	1.0	1.0	0.4037565408454179	1.0
PPFIBP1_PPFIBP2_1	PPFIBP1	PPFIBP2	ENSG00000110841	ENSG00000166387	0.3333333333333333	0.25	0.2857142857142857	0.5339360165126041	0.6434536806080101	0.5403792592849647
PPFIBP1_PPFIBP2_2	PPFIBP2	PPFIBP1	ENSG00000166387	ENSG00000110841	0.3333333333333333	0.25	0.2857142857142857	0.5339360165126041	0.6434536806080101	0.5403792592849647
DCK_DGUOK_1	DCK	DGUOK	ENSG00000156136	ENSG00000114956	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.32786325883142553	0.4386343461648204	0.5019425219853082
DCK_DGUOK_2	DGUOK	DCK	ENSG00000114956	ENSG00000156136	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.32786325883142553	0.4386343461648204	0.5019425219853082
S100A4_S100A6_1	S100A4	S100A6	ENSG00000196154	ENSG00000197956	0.0	0.26666666666666666	0.5384615384615384	0.14876481043214593	0.4171689114932364	0.4433233599011672
S100A4_S100A6_2	S100A6	S100A4	ENSG00000197956	ENSG00000196154	0.0	0.26666666666666666	0.5384615384615384	0.14876481043214593	0.4171689114932364	0.4433233599011672
CELSR1_CELSR3_1	CELSR1	CELSR3	ENSG00000075275	ENSG00000008300	0.21428571428571427	0.75	0.6666666666666666	0.21195831003823787	0.48361370872639037	0.783326036548783
CELSR1_CELSR3_2	CELSR3	CELSR1	ENSG00000008300	ENSG00000075275	0.21428571428571427	0.75	0.6666666666666666	0.21195831003823787	0.48361370872639037	0.783326036548783
ZSCAN30_ZSCAN31_1	ZSCAN30	ZSCAN31	ENSG00000186814	ENSG00000235109	1.0	0.8333333333333334	1.0	1.0	0.3881893590670357	1.0
ZSCAN30_ZSCAN31_2	ZSCAN31	ZSCAN30	ENSG00000235109	ENSG00000186814	1.0	0.8333333333333334	1.0	1.0	0.3881893590670357	1.0
FKBP14_FKBP7_1	FKBP14	FKBP7	ENSG00000106080	ENSG00000079150	0.0	0.8333333333333334	1.0	0.0	0.40943796474209376	0.5919466836938303
FKBP14_FKBP7_2	FKBP7	FKBP14	ENSG00000079150	ENSG00000106080	0.0	0.8333333333333334	1.0	0.0	0.40943796474209376	0.5919466836938303
HMG20A_HMG20B_1	HMG20A	HMG20B	ENSG00000140382	ENSG00000064961	0.3333333333333333	0.6666666666666666	0.25	0.21485066608748565	0.6595156931848839	0.5199196211545275
HMG20A_HMG20B_2	HMG20B	HMG20A	ENSG00000064961	ENSG00000140382	0.3333333333333333	0.6666666666666666	0.25	0.21485066608748565	0.6595156931848839	0.5199196211545275
KIF3A_KIF3B_1	KIF3A	KIF3B	ENSG00000131437	ENSG00000101350	0.17391304347826086	0.5384615384615384	0.4642857142857143	0.19005704422547562	0.31197716802747755	0.31124687611247065
KIF3A_KIF3B_2	KIF3B	KIF3A	ENSG00000101350	ENSG00000131437	0.17391304347826086	0.5384615384615384	0.4642857142857143	0.19005704422547562	0.31197716802747755	0.31124687611247065
ICAM1_ICAM3_1	ICAM1	ICAM3	ENSG00000090339	ENSG00000076662	0.08333333333333333	0.3333333333333333	0.3	0.24589141367741063	0.4921560315351433	0.46120868398102177
ICAM1_ICAM3_2	ICAM3	ICAM1	ENSG00000076662	ENSG00000090339	0.08333333333333333	0.3333333333333333	0.3	0.24589141367741063	0.4921560315351433	0.46120868398102177
LDLR_LRP8_1	LDLR	LRP8	ENSG00000130164	ENSG00000157193	0.03333333333333333	0.25	0.12903225806451613	0.11753528863540257	0.3123761675807261	0.29091060584676887
LDLR_LRP8_2	LRP8	LDLR	ENSG00000157193	ENSG00000130164	0.03333333333333333	0.25	0.12903225806451613	0.11753528863540257	0.3123761675807261	0.29091060584676887
FGFR1OP2_SIKE1_1	FGFR1OP2	SIKE1	ENSG00000111790	ENSG00000052723	0.0	0.2	0.6666666666666666	0.054776250040157876	0.557295221362701	0.6174863387978142
FGFR1OP2_SIKE1_2	SIKE1	FGFR1OP2	ENSG00000052723	ENSG00000111790	0.0	0.2	0.6666666666666666	0.054776250040157876	0.557295221362701	0.6174863387978142
ITGA6_ITGA7_1	ITGA6	ITGA7	ENSG00000091409	ENSG00000135424	0.25	0.375	0.5	0.2413136228842245	0.5047079894587004	0.38869886133795134
ITGA6_ITGA7_2	ITGA7	ITGA6	ENSG00000135424	ENSG00000091409	0.25	0.375	0.5	0.2413136228842245	0.5047079894587004	0.38869886133795134
SLC38A1_SLC38A5_1	SLC38A1	SLC38A5	ENSG00000111371	ENSG00000017483	0.21428571428571427	0.1111111111111111	0.2857142857142857	0.32556149134108814	0.4323924031671811	0.5433428847795639
SLC38A1_SLC38A5_2	SLC38A5	SLC38A1	ENSG00000017483	ENSG00000111371	0.21428571428571427	0.1111111111111111	0.2857142857142857	0.32556149134108814	0.4323924031671811	0.5433428847795639
CDH1_CDH2_1	CDH1	CDH2	ENSG00000039068	ENSG00000170558	0.22916666666666666	0.4375	0.24390243902439024	0.15117705734217637	0.5085688833637096	0.33758779535064004
CDH1_CDH2_2	CDH2	CDH1	ENSG00000170558	ENSG00000105325	0.22916666666666666	0.4375	0.24390243902439024	0.15117705734217637	0.5085688833637096	0.33758779535064004
TRAK1_TRAK2_1	TRAK1	TRAK2	ENSG00000182606	ENSG00000115993	0.45454545454545453	0.6	0.5	0.2645373115548902	0.6922527657829123	0.3808646148429743
TRAK1_TRAK2_2	TRAK2	TRAK1	ENSG00000115993	ENSG00000182606	0.45454545454545453	0.6	0.5	0.2645373115548902	0.6922527657829123	0.3808646148429743
ZNF304_ZNF551_1	ZNF304	ZNF551	ENSG00000131845	ENSG00000204519	0.16666666666666666	0.6666666666666666	1.0	0.3846573053451408	0.35521524311927605	1.0
ZNF304_ZNF551_2	ZNF551	ZNF304	ENSG00000204519	ENSG00000131845	0.16666666666666666	0.6666666666666666	1.0	0.3846573053451408	0.35521524311927605	1.0
OSGIN1_OSGIN2_1	OSGIN1	OSGIN2	ENSG00000140961	ENSG00000164823	0.5	0.3333333333333333	1.0	0.4351668930688481	0.5307042867055232	1.0
OSGIN1_OSGIN2_2	OSGIN2	OSGIN1	ENSG00000164823	ENSG00000140961	0.5	0.3333333333333333	1.0	0.4351668930688481	0.5307042867055232	1.0
SMAD6_SMAD7_1	SMAD6	SMAD7	ENSG00000137834	ENSG00000101665	0.23333333333333334	0.3333333333333333	0.5714285714285714	0.14419491651116206	0.32449679858867575	0.4000637570266949
SMAD6_SMAD7_2	SMAD7	SMAD6	ENSG00000101665	ENSG00000137834	0.23333333333333334	0.3333333333333333	0.5714285714285714	0.14419491651116206	0.32449679858867575	0.4000637570266949
ZNF841_ZNF880_1	ZNF841	ZNF880	ENSG00000197608	ENSG00000221923	0.6666666666666666	0.4	1.0	0.869426678973168	0.35055896191306335	1.0
ZNF841_ZNF880_2	ZNF880	ZNF841	ENSG00000221923	ENSG00000197608	0.6666666666666666	0.4	1.0	0.869426678973168	0.35055896191306335	1.0
ENAH_EVL_1	ENAH	EVL	ENSG00000154380	ENSG00000196405	0.07692307692307693	0.8	0.4	0.18654909965236857	0.6978246619973395	0.44672715315093037
ENAH_EVL_2	EVL	ENAH	ENSG00000196405	ENSG00000154380	0.07692307692307693	0.8	0.4	0.18654909965236857	0.6978246619973395	0.44672715315093037
ARVCF_CTNND1_1	ARVCF	CTNND1	ENSG00000099889	ENSG00000198561	0.2222222222222222	0.25	0.25	0.2893136092110667	0.6318655596492256	0.3876416187110764
ARVCF_CTNND1_2	CTNND1	ARVCF	ENSG00000198561	ENSG00000099889	0.2222222222222222	0.25	0.25	0.2893136092110667	0.6318655596492256	0.3876416187110764
LEF1_TCF7_1	LEF1	TCF7	ENSG00000138795	ENSG00000081059	0.08571428571428572	0.30434782608695654	0.4444444444444444	0.1424217450106032	0.3525496185213793	0.38990536085982586
LEF1_TCF7_2	TCF7	LEF1	ENSG00000081059	ENSG00000138795	0.08571428571428572	0.30434782608695654	0.4444444444444444	0.1424217450106032	0.3525496185213793	0.38990536085982586
RBM26_RBM27_1	RBM26	RBM27	ENSG00000139746	ENSG00000091009	0.0	0.75	0.3333333333333333	0.0	0.5804764959792629	0.5270373864733926
RBM26_RBM27_2	RBM27	RBM26	ENSG00000091009	ENSG00000139746	0.0	0.75	0.3333333333333333	0.0	0.5804764959792629	0.5270373864733926
EVL_VASP_1	EVL	VASP	ENSG00000196405	ENSG00000125753	0.23076923076923078	0.8	0.35294117647058826	0.19193113092900707	0.6859255663286103	0.39436699698652233
EVL_VASP_2	VASP	EVL	ENSG00000125753	ENSG00000196405	0.23076923076923078	0.8	0.35294117647058826	0.19193113092900707	0.6859255663286103	0.39436699698652233
EML2_EML3_1	EML2	EML3	ENSG00000125746	ENSG00000149499	0.125	0.6666666666666666	0.4166666666666667	0.16468955033757463	0.7919560247876904	0.39280245273331327
EML2_EML3_2	EML3	EML2	ENSG00000149499	ENSG00000125746	0.125	0.6666666666666666	0.4166666666666667	0.16468955033757463	0.7919560247876904	0.39280245273331327
ACVR1_BMPR1A_1	ACVR1	BMPR1A	ENSG00000115170	ENSG00000107779	0.18181818181818182	0.5555555555555556	0.16666666666666666	0.14857050214032053	0.3120069871953716	0.3615058020554711
ACVR1_BMPR1A_2	BMPR1A	ACVR1	ENSG00000107779	ENSG00000115170	0.18181818181818182	0.5555555555555556	0.16666666666666666	0.14857050214032053	0.3120069871953716	0.3615058020554711
IP6K1_IP6K2_1	IP6K1	IP6K2	ENSG00000176095	ENSG00000068745	0.2727272727272727	0.7692307692307693	0.6666666666666666	0.24587761343517367	0.5127285897184808	0.5698104609909841
IP6K1_IP6K2_2	IP6K2	IP6K1	ENSG00000068745	ENSG00000176095	0.2727272727272727	0.7692307692307693	0.6666666666666666	0.24587761343517367	0.5127285897184808	0.5698104609909841
SEMA3B_SEMA3F_1	SEMA3B	SEMA3F	ENSG00000012171	ENSG00000001617	0.22727272727272727	0.75	0.3333333333333333	0.18328633435038372	0.7018677888059281	0.45643447279935023
SEMA3B_SEMA3F_2	SEMA3F	SEMA3B	ENSG00000001617	ENSG00000012171	0.22727272727272727	0.75	0.3333333333333333	0.18328633435038372	0.7018677888059281	0.45643447279935023
ZNF28_ZNF841_1	ZNF28	ZNF841	ENSG00000198538	ENSG00000197608	0.6666666666666666	0.6	1.0	0.869426678973168	0.37760088024893124	1.0
ZNF28_ZNF841_2	ZNF841	ZNF28	ENSG00000197608	ENSG00000198538	0.6666666666666666	0.6	1.0	0.869426678973168	0.37760088024893124	1.0
BCL7B_BCL7C_1	BCL7B	BCL7C	ENSG00000106635	ENSG00000099385	0.7857142857142857	0.0	1.0	0.25184668180730196	0.0	0.4965481098030513
BCL7B_BCL7C_2	BCL7C	BCL7B	ENSG00000099385	ENSG00000106635	0.7857142857142857	0.0	1.0	0.25184668180730196	0.0	0.4965481098030513
CCDC88A_CCDC88C_1	CCDC88A	CCDC88C	ENSG00000115355	ENSG00000015133	0.12	0.25	0.125	0.18524656032187145	0.4192321852232732	0.40814227426353195
CCDC88A_CCDC88C_2	CCDC88C	CCDC88A	ENSG00000015133	ENSG00000115355	0.12	0.25	0.125	0.18524656032187145	0.4192321852232732	0.40814227426353195
CCNT1_CCNT2_1	CCNT1	CCNT2	ENSG00000129315	ENSG00000082258	0.6153846153846154	0.5384615384615384	0.5555555555555556	0.22894499415816338	0.3214634126497165	0.3529491753957687
CCNT1_CCNT2_2	CCNT2	CCNT1	ENSG00000082258	ENSG00000129315	0.6153846153846154	0.5384615384615384	0.5555555555555556	0.22894499415816338	0.3214634126497165	0.3529491753957687
LSM6_SNRPF_1	LSM6	SNRPF	ENSG00000164167	ENSG00000139343	0.3	0.6666666666666666	0.34615384615384615	0.38482290830385135	0.629669361344754	0.34202293563775366
LSM6_SNRPF_2	SNRPF	LSM6	ENSG00000139343	ENSG00000164167	0.3	0.6666666666666666	0.34615384615384615	0.38482290830385135	0.629669361344754	0.34202293563775366
PSMC2_PSMC5_1	PSMC2	PSMC5	ENSG00000161057	ENSG00000087191	0.25	0.4444444444444444	0.47058823529411764	0.1737538449173657	0.3084645773627819	0.3320909266282868
PSMC2_PSMC5_2	PSMC5	PSMC2	ENSG00000087191	ENSG00000161057	0.25	0.4444444444444444	0.47058823529411764	0.1737538449173657	0.3084645773627819	0.3320909266282868
ZNF184_ZNF84_1	ZNF184	ZNF84	ENSG00000096654	ENSG00000198040	1.0	0.8333333333333334	1.0	0.9682073684515522	0.3716226142712276	1.0
ZNF184_ZNF84_2	ZNF84	ZNF184	ENSG00000198040	ENSG00000096654	1.0	0.8333333333333334	1.0	0.9682073684515522	0.3716226142712276	1.0
TGIF1_TGIF2_1	TGIF1	TGIF2	ENSG00000177426	ENSG00000118707	0.18181818181818182	0.75	0.75	0.18485659675621546	0.38571853977359255	0.5573156876732882
TGIF1_TGIF2_2	TGIF2	TGIF1	ENSG00000118707	ENSG00000177426	0.18181818181818182	0.75	0.75	0.18485659675621546	0.38571853977359255	0.5573156876732882
